case_number,agency,area,reported_date,crime_code,block_address,verified,locality,description,address,lon,lat
2024-00001922,ACPD,S1-6,2024-01-11T01:32:28Z,Shots Fired 2,1700 SOLOMON RD,VERIFIED,Albemarle County,Shots Fired,1700 SOLOMON RD Albemarle County,-78.50110049999999,38.0641494
2024-00001009,CPD,DC-3,2024-01-11T15:16:09Z,Shots Fired 2,800 HARDY DR,VERIFIED,Charlottesville,Shots Fired,800 HARDY DR Charlottesville,-78.49039789999999,38.0332385
2024-00001310,CPD,CASE,2024-01-14T18:39:19Z,13A,800 HARDY DR,CASE,Charlottesville,Aggravated Assault,800 HARDY DR Charlottesville,-78.49039789999999,38.0332385
2024-00003720,ACPD,S5-14,2024-01-19T20:51:47Z,Shots Fired 2,GREEN CREEK RD,VERIFIED,Albemarle County,Shots Fired,GREEN CREEK RD Albemarle County,-78.668642,37.8360264
2024-00002260,CPD,DS-1,2024-01-21T21:15:03Z,Shots Fired 1,800 STONEHENGE AVE,VERIFIED,Charlottesville,Shots Fired,800 STONEHENGE AVE Charlottesville,-78.4813222,38.0179568
2024-00002266,CPD,DS-7,2024-01-21T22:19:47Z,Shots Fired 2,700 VILLAGE RD,VERIFIED,Charlottesville,Shots Fired,700 VILLAGE RD Charlottesville,-78.50421539999999,38.0207954
2024-00004377,ACPD,S6-15,2024-01-23T12:38:44Z,Shots Fired 2,3900 RED HILL SCHOOL RD,VERIFIED,Albemarle County,Shots Fired,3900 RED HILL SCHOOL RD Albemarle County,-78.6371532,37.9654157
2024-00003527,CPD,CASE,2024-01-29T20:42:47Z,13A,BAINBRIDGE ST,CASE,Charlottesville,Aggravated Assault,BAINBRIDGE ST Charlottesville,-78.4724662,38.0232901
2024-00005811,ACPD,S6-4,2024-01-29T22:49:49Z,Shots Fired 2,STRIBLING AVENUE EXT,VERIFIED,Albemarle County,Shots Fired,STRIBLING AVENUE EXT Albemarle County,-78.524754,38.0227024
2024-00006975,ACPD,S1-7,2024-02-04T03:50:02Z,Shots Fired 2,400 PREMIER CIR,VERIFIED,Albemarle County,Shots Fired,400 PREMIER CIR Albemarle County,-78.4822504,38.0726621
2024-00004996,CPD,DS-5,2024-02-09T00:40:10Z,Shots Fired 2,7 1/2 ST,VERIFIED,Charlottesville,Shots Fired,7 1/2 ST Charlottesville,-78.493153,38.0274684
2024-00008087,ACPD,S6-15,2024-02-09T16:05:01Z,Shots Fired 2,2500 RED HILL HTS,VERIFIED,Albemarle County,Shots Fired,2500 RED HILL HTS Albemarle County,-78.6087652,37.9677563
2024-00008233,ACPD,S8-17,2024-02-10T16:41:23Z,Shots Fired 2,5800 EMERALD LN,VERIFIED,Albemarle County,Shots Fired,5800 EMERALD LN Albemarle County,-78.70028239999999,38.0439002
2024-00008287,ACPD,S8-17,2024-02-11T01:29:23Z,Shots Fired 2,5600 FRANK TATE RD,VERIFIED,Albemarle County,Shots Fired,5600 FRANK TATE RD Albemarle County,-78.69499619999999,38.0456808
2024-00005485,CPD,DS-1,2024-02-13T01:40:47Z,Shots Fired 2,1100 MYRTLE ST,VERIFIED,Charlottesville,Shots Fired,1100 MYRTLE ST Charlottesville,-78.4718525,38.0242262
2024-00006695,CPD,DS-3,2024-02-22T23:36:44Z,Shots Fired 2,900 1ST ST,VERIFIED,Charlottesville,Shots Fired,900 1ST ST Charlottesville,-78.48562609999999,38.022898
2024-00010722,ACPD,S8-17,2024-02-23T15:28:27Z,Shots Fired 2,RILEY WAY,VERIFIED,Albemarle County,Shots Fired,RILEY WAY Albemarle County,-78.6692119,38.0568394
2024-00010761,ACPD,S8-17,2024-02-23T21:24:04Z,Shots Fired 2,200 REMINGTON PL,VERIFIED,Albemarle County,Shots Fired,200 REMINGTON PL Albemarle County,-78.680539,38.052324
2024-00006882,CPD,CASE,2024-02-24T01:45:23Z,13A,200 MAIN ST,CASE,Charlottesville,Aggravated Assault,200 MAIN ST Charlottesville,-78.4825173,38.0308406
2024-00006941,CPD,DN-7,2024-02-24T19:32:08Z,Shots Fired 2,100 STEWART CIR,VERIFIED,Charlottesville,Shots Fired,100 STEWART CIR Charlottesville,-78.49434339999999,38.0434953
2024-00007408,CPD,DS-8,2024-02-29T00:32:28Z,Shots Fired 2,300 OLD LYNCHBURG RD,VERIFIED,Charlottesville,Shots Fired,300 OLD LYNCHBURG RD Charlottesville,-78.5164108,38.01328549999999
2024-00012345,ACPD,S5-21,2024-03-02T19:02:37Z,Shots Fired 2,BIRD ST,VERIFIED,Albemarle County,Shots Fired,BIRD ST Albemarle County,-78.4990157,37.7979616
2024-00007741,CPD,DN-11,2024-03-02T21:21:38Z,Shots Fired 2,ARBOR CIR,VERIFIED,Charlottesville,Shots Fired,ARBOR CIR Charlottesville,-78.46293,38.0289629
2024-00012893,ACPD,S3-20,2024-03-05T08:09:08Z,Shots Fired 1,6800 VIRGINIA RIDGE RD,VERIFIED,Albemarle County,Shots Fired,6800 VIRGINIA RIDGE RD Albemarle County,-78.5439947,38.2222832
2024-00008020,CPD,CASE,2024-03-05T17:13:44Z,13A,700 6TH ST,CASE,Charlottesville,Aggravated Assault,700 6TH ST Charlottesville,-78.48072189999999,38.0251055
2024-00013535,ACPD,S6-4,2024-03-08T05:24:12Z,Shots Fired 2,MOUNTAINWOOD RD,VERIFIED,Albemarle County,Shots Fired,MOUNTAINWOOD RD Albemarle County,-78.5244465,38.0072316
2024-00013597,ACPD,S8-17,2024-03-08T11:30:48Z,Shots Fired 2,500 HEDGEROW LN,VERIFIED,Albemarle County,Shots Fired,500 HEDGEROW LN Albemarle County,-78.668069,38.0476219
2024-00013599,ACPD,S2-1,2024-03-08T11:35:28Z,Shots Fired 2,800 MALLSIDE FOREST CT,VERIFIED,Albemarle County,Shots Fired,800 MALLSIDE FOREST CT Albemarle County,-78.4684583,38.07985
2024-00014052,ACPD,S1-6,2024-03-10T21:40:33Z,Shots Fired 2,RICKY RD,VERIFIED,Albemarle County,Shots Fired,RICKY RD Albemarle County,-78.5025322,38.0598609
2024-00008572,CPD,DS-9,2024-03-10T22:30:00Z,Shots Fired 2,1000 FOREST HILLS AVE,VERIFIED,Charlottesville,Shots Fired,1000 FOREST HILLS AVE Charlottesville,-78.495728,38.0253239
2024-00009044,CPD,DN-5,2024-03-14T17:51:38Z,Shots Fired 2,800 ST CHARLES AVE,VERIFIED,Charlottesville,Shots Fired,800 ST CHARLES AVE Charlottesville,-78.46875469999999,38.0376215
2024-00009135,CPD,DS-3,2024-03-15T12:09:53Z,Shots Fired 1,LANKFORD AVE,VERIFIED,Charlottesville,Shots Fired,LANKFORD AVE Charlottesville,-78.4887309,38.0224021
2024-00015417,ACPD,S5-13,2024-03-16T11:58:15Z,Shots Fired 2,3800 PRESIDENTS RD,VERIFIED,Albemarle County,Shots Fired,3800 PRESIDENTS RD Albemarle County,-78.4735498,37.9304322
2024-00009407,CPD,DS-1,2024-03-17T18:52:02Z,Shots Fired 2,400 CARL SMITH ST,VERIFIED,Charlottesville,Shots Fired,400 CARL SMITH ST Charlottesville,-78.4668434,38.02090159999999
2024-00010138,CPD,DS-1,2024-03-24T02:44:32Z,Shots Fired 2,NASSAU ST,VERIFIED,Charlottesville,Shots Fired,NASSAU ST Charlottesville,-78.4680032,38.0178232
2024-00010842,CPD,DN-7,2024-03-30T00:01:27Z,Shots Fired 2,CABELL AVE,VERIFIED,Charlottesville,Shots Fired,CABELL AVE Charlottesville,-78.495581,38.0427423
2024-00018605,ACPD,S8-19,2024-03-31T00:38:04Z,Shots Fired 2,4300 BEAVER CREEK PARK,VERIFIED,Albemarle County,Shots Fired,4300 BEAVER CREEK PARK Albemarle County,-78.6518306,38.0729199
2024-00011049,CPD,DN-1,2024-03-31T20:32:33Z,Shots Fired 2,900 WEST ST,VERIFIED,Charlottesville,Shots Fired,900 WEST ST Charlottesville,-78.4899619,38.0363534
2024-00019084,ACPD,S6-15,2024-04-02T15:23:57Z,Shots Fired 2,1700 DUDLEY MOUNTAIN RD,VERIFIED,Albemarle County,Shots Fired,1700 DUDLEY MOUNTAIN RD Albemarle County,-78.5664085,37.9771451
2024-00019640,ACPD,CASE,2024-04-04T21:58:31Z,13A,1200 SEMINOLE TRL,CASE,Albemarle County,Aggravated Assault,1200 SEMINOLE TRL Albemarle County,-78.4848234,38.0697962
2024-00011978,CPD,CASE,2024-04-09T19:29:06Z,09A,12TH ST,CASE,Charlottesville,Murder,12TH ST Charlottesville,-78.4691479,38.0285521
2024-00012008,CPD,DN-7,2024-04-10T01:56:25Z,Shots Fired 2,GRADY AVE,VERIFIED,Charlottesville,Shots Fired,GRADY AVE Charlottesville,-78.495246,38.0397966
2024-00012248,CPD,DS-9,2024-04-12T00:05:50Z,Shots Fired 2,CHERRY AVE,VERIFIED,Charlottesville,Shots Fired,CHERRY AVE Charlottesville,-78.501605,38.0253492
2024-00021665,ACPD,S6-15,2024-04-13T18:43:39Z,Shots Fired 2,2600 NORTH GARDEN LN,VERIFIED,Albemarle County,Shots Fired,2600 NORTH GARDEN LN Albemarle County,-78.64527629999999,37.9649235
2024-00021852,ACPD,S3-20,2024-04-14T17:04:36Z,Shots Fired 2,FRAYS MTN RD,VERIFIED,Albemarle County,Shots Fired,FRAYS MTN RD Albemarle County,-78.4728791,38.1806856
2024-00022170,ACPD,S2-1,2024-04-16T04:28:35Z,Shots Fired 2,100 GEORGIANNA ALY,VERIFIED,Albemarle County,Shots Fired,100 GEORGIANNA ALY Albemarle County,-78.4564043,38.0726917
2024-00012840,CPD,CASE,2024-04-16T19:08:36Z,13A,500 CHERRY AVE,CASE,Charlottesville,Aggravated Assault,500 CHERRY AVE Charlottesville,-78.49089219999999,38.0260663
2024-00022847,ACPD,CASE,2024-04-19T05:19:57Z,13A,800 RUNNEL CT,CASE,Albemarle County,Aggravated Assault,800 RUNNEL CT Albemarle County,-78.511344,38.063551
2024-00023334,ACPD,CASE,2024-04-21T06:11:10Z,13A,700 TILMAN RD,CASE,Albemarle County,Aggravated Assault,700 TILMAN RD Albemarle County,-78.61956409999999,38.0621663
2024-00014248,CPD,DC-1,2024-04-27T00:40:42Z,Shots Fired 2,200 MAIN ST,VERIFIED,Charlottesville,Shots Fired,200 MAIN ST Charlottesville,-78.4825173,38.0308406
2024-00014373,CPD,DN-18,2024-04-28T01:29:17Z,Shots Fired 2,2100 MICHIE DR,VERIFIED,Charlottesville,Shots Fired,2100 MICHIE DR Charlottesville,-78.483828,38.062986
2024-00025129,ACPD,S1-7,2024-04-28T01:49:47Z,Shots Fired 2,2200 DOMINION DR,VERIFIED,Albemarle County,Shots Fired,2200 DOMINION DR Albemarle County,-78.48201030000001,38.0780343
2024-00025131,ACPD,S1-6,2024-04-28T02:13:57Z,Shots Fired 2,OAK FOREST CIR,VERIFIED,Albemarle County,Shots Fired,OAK FOREST CIR Albemarle County,-78.4957979,38.0736812
2024-00025204,ACPD,S4-12,2024-04-28T14:54:31Z,Shots Fired 2,1300 PLEASANT VALLEY LN,VERIFIED,Albemarle County,Shots Fired,1300 PLEASANT VALLEY LN Albemarle County,-78.3570537,37.9987781
2024-00025487,ACPD,S3-20,2024-04-29T20:22:03Z,Shots Fired 2,6400 MARKWOOD RD,VERIFIED,Albemarle County,Shots Fired,6400 MARKWOOD RD Albemarle County,-78.5430164,38.20703
2024-00014613,CPD,CASE,2024-04-30T06:36:57Z,13A,400 MAIN ST,CASE,Charlottesville,Aggravated Assault,400 MAIN ST Charlottesville,-78.4867153,38.0304408
2024-00025747,ACPD,S4-12,2024-04-30T14:40:29Z,Shots Fired 2,RUNNING DEER DR,VERIFIED,Albemarle County,Shots Fired,RUNNING DEER DR Albemarle County,-78.3650183,37.9933366
2024-00025791,ACPD,S5-13,2024-04-30T18:34:17Z,Shots Fired 2,5300 JEFFERSON MILL RD,VERIFIED,Albemarle County,Shots Fired,5300 JEFFERSON MILL RD Albemarle County,-78.44033449999999,37.8902507
2024-00026577,ACPD,S5-14,2024-05-03T13:02:48Z,Shots Fired 2,8700 LANGHORNE RD,VERIFIED,Albemarle County,Shots Fired,8700 LANGHORNE RD Albemarle County,-78.5657411,37.7982526
2024-00015030,CPD,CASE,2024-05-03T18:33:21Z,13A,2000 MICHIE DR,CASE,Charlottesville,Aggravated Assault,2000 MICHIE DR Charlottesville,-78.4882126,38.0586361
2024-00026802,ACPD,S6-15,2024-05-04T14:10:32Z,Shots Fired 2,6100 MONACAN TRAIL RD,VERIFIED,Albemarle County,Shots Fired,6100 MONACAN TRAIL RD Albemarle County,-78.710724,37.886703
2024-00026991,ACPD,S3-9,2024-05-05T18:02:40Z,Shots Fired 3,4500 DICKERSON RD,VERIFIED,Albemarle County,Shots Fired,4500 DICKERSON RD Albemarle County,-78.4321392,38.1605597
2024-00027049,ACPD,DN-9,2024-05-05T23:01:55Z,Shots Fired 2,MELBOURNE RD,VERIFIED,Albemarle County,Shots Fired,MELBOURNE RD Albemarle County,-78.4717202,38.0506422
2024-00015728,CPD,CASE,2024-05-09T22:54:33Z,13A,800 MAIN ST,CASE,Charlottesville,Aggravated Assault,800 MAIN ST Charlottesville,-78.4903331,38.0314795
2024-00029702,ACPD,S1-6,2024-05-16T13:04:31Z,Shots Fired 2,1800 SOLOMON RD,VERIFIED,Albemarle County,Shots Fired,1800 SOLOMON RD Albemarle County,-78.4982835,38.0663264
2024-00030108,ACPD,S2-1,2024-05-18T13:29:14Z,Shots Fired 2,700 SAXON CT,VERIFIED,Albemarle County,Shots Fired,700 SAXON CT Albemarle County,-78.4713261,38.0740233
