school_year,division,school,subgroup,n_students,percent,school_level,school_short
2020-2021,ACPS,Broadus Wood Elementary,Foster Care,0,0,Elementary,Broadus Wood
2020-2021,ACPS,Brownsville Elementary,All Students,19,2.6,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,American Indian,0,0,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Asian,0,0,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Black,3,14.3,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Hispanic,1,3,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Native Hawaiian,0,0,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,White,15,2.5,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Multiple Races,0,0,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Students with Disabilities,5,8.5,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Economically Disadvantaged,11,10.3,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,English Learners,0,0,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Homeless,0,0,Elementary,Brownsville
2020-2021,ACPS,Brownsville Elementary,Military Connected,0,0,Elementary,Brownsville
2020-2021,ACPS,Crozet Elementary,All Students,27,8.4,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Asian,0,0,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Black,0,0,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Hispanic,5,21.7,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Native Hawaiian,0,0,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,White,17,6.3,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Multiple Races,2,12.5,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Students with Disabilities,3,8.1,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Economically Disadvantaged,17,20,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,English Learners,0,0,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Homeless,0,0,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Military Connected,0,0,Elementary,Crozet
2020-2021,ACPS,Crozet Elementary,Foster Care,0,0,Elementary,Crozet
2020-2021,ACPS,Hollymead Elementary,All Students,5,1.5,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,American Indian,0,0,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Asian,1,1.4,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Black,0,0,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Hispanic,0,0,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,White,2,1,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Multiple Races,2,6.1,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Students with Disabilities,1,2,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Economically Disadvantaged,2,4.1,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,English Learners,1,2.9,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Homeless,0,0,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Military Connected,1,2.6,Elementary,Hollymead
2020-2021,ACPS,Hollymead Elementary,Foster Care,0,0,Elementary,Hollymead
2020-2021,ACPS,Jack Jouett Middle,All Students,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,American Indian,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Asian,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Black,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Hispanic,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,White,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Multiple Races,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Students with Disabilities,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Economically Disadvantaged,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,English Learners,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Homeless,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Military Connected,0,0,Middle,Journey
2020-2021,ACPS,Jack Jouett Middle,Foster Care,0,0,Middle,Journey
2020-2021,ACPS,Jackson P. Burley Middle,All Students,19,3.1,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Asian,0,0,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Black,4,3.8,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Hispanic,3,2.1,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Native Hawaiian,0,0,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,White,8,2.7,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Multiple Races,4,12.1,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Students with Disabilities,5,5.1,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Economically Disadvantaged,17,5.8,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,English Learners,2,1.9,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Homeless,0,0,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Military Connected,0,0,Middle,Burley
2020-2021,ACPS,Jackson P. Burley Middle,Foster Care,0,0,Middle,Burley
2020-2021,ACPS,Joseph T. Henley Middle,All Students,25,2.9,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,American Indian,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Asian,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Black,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Hispanic,6,12,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Native Hawaiian,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,White,19,2.6,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Multiple Races,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Students with Disabilities,6,6.7,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Economically Disadvantaged,22,14.7,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,English Learners,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Homeless,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Military Connected,0,0,Middle,Henley
2020-2021,ACPS,Joseph T. Henley Middle,Foster Care,0,0,Middle,Henley
2020-2021,ACPS,Leslie H. Walton Middle,All Students,8,2.3,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Asian,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Black,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Hispanic,1,3.3,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Native Hawaiian,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,White,7,2.8,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Multiple Races,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Students with Disabilities,2,2.8,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Economically Disadvantaged,5,3.4,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,English Learners,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Homeless,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Military Connected,0,0,Middle,Walton
2020-2021,ACPS,Leslie H. Walton Middle,Foster Care,0,0,Middle,Walton
2020-2021,ACPS,Mary Carr Greer Elementary,All Students,56,12.9,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Asian,1,3.2,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Black,16,13.8,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Hispanic,31,22.1,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,White,6,5.3,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Multiple Races,2,5.9,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Students with Disabilities,9,12.5,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Economically Disadvantaged,51,16.8,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,English Learners,33,20.5,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Homeless,8,66.7,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Military Connected,0,0,Elementary,Greer
2020-2021,ACPS,Mary Carr Greer Elementary,Foster Care,0,0,Elementary,Greer
2020-2021,ACPS,Meriwether Lewis Elementary,All Students,6,1.8,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Asian,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Black,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Hispanic,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,White,6,2.1,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Multiple Races,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Students with Disabilities,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Economically Disadvantaged,5,14.3,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,English Learners,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Military Connected,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Meriwether Lewis Elementary,Foster Care,0,0,Elementary,Meriwether Lewis
2020-2021,ACPS,Monticello High,All Students,61,5.2,High,MHS
2020-2021,ACPS,Monticello High,American Indian,0,0,High,MHS
2020-2021,ACPS,Monticello High,Asian,3,8.1,High,MHS
2020-2021,ACPS,Monticello High,Black,10,6.9,High,MHS
2020-2021,ACPS,Monticello High,Hispanic,21,11,High,MHS
2020-2021,ACPS,Monticello High,White,23,3.2,High,MHS
2020-2021,ACPS,Monticello High,Multiple Races,4,5.2,High,MHS
2020-2021,ACPS,Monticello High,Students with Disabilities,13,7.4,High,MHS
2020-2021,ACPS,Monticello High,Economically Disadvantaged,45,10.4,High,MHS
2020-2021,ACPS,Monticello High,English Learners,11,14.5,High,MHS
2020-2021,ACPS,Monticello High,Homeless,0,0,High,MHS
2020-2021,ACPS,Monticello High,Military Connected,0,0,High,MHS
2020-2021,ACPS,Monticello High,Foster Care,0,0,High,MHS
2020-2021,ACPS,Mortimer Y. Sutherland Middle,All Students,3,0.5,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,American Indian,0,0,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Asian,0,0,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Black,0,0,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Hispanic,1,1.7,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,White,2,0.5,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Multiple Races,0,0,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Students with Disabilities,2,3.1,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Economically Disadvantaged,2,1.5,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,English Learners,1,2.4,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Homeless,0,0,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Military Connected,0,0,Middle,Lakeside
2020-2021,ACPS,Mortimer Y. Sutherland Middle,Foster Care,0,0,Middle,Lakeside
2020-2021,ACPS,Mountain View Elementary,All Students,97,14.6,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Asian,0,0,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Black,30,32.6,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Hispanic,43,19.6,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Native Hawaiian,0,0,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,White,16,5.9,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Multiple Races,7,11.9,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Students with Disabilities,22,25.3,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Economically Disadvantaged,88,27.8,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,English Learners,31,22.1,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Homeless,0,0,Elementary,Mountain View
2020-2021,ACPS,Mountain View Elementary,Military Connected,0,0,Elementary,Mountain View
2020-2021,ACPS,Murray School,All Students,7,4.4,NA,Community Lab
2020-2021,ACPS,Murray School,American Indian,0,0,NA,Community Lab
2020-2021,ACPS,Murray School,Asian,0,0,NA,Community Lab
2020-2021,ACPS,Murray School,Black,0,0,NA,Community Lab
2020-2021,ACPS,Murray School,Hispanic,1,7.1,NA,Community Lab
2020-2021,ACPS,Murray School,White,6,5.3,NA,Community Lab
2020-2021,ACPS,Murray School,Multiple Races,0,0,NA,Community Lab
2020-2021,ACPS,Murray School,Students with Disabilities,0,0,NA,Community Lab
2020-2021,ACPS,Murray School,Economically Disadvantaged,2,5.7,NA,Community Lab
2020-2021,ACPS,Murray School,English Learners,0,0,NA,Community Lab
2020-2021,ACPS,Murray School,Military Connected,0,0,NA,Community Lab
2020-2021,ACPS,Red Hill Elementary,All Students,40,25.6,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Asian,0,0,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Black,0,0,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Hispanic,9,45,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,White,26,22.2,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Multiple Races,2,20,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Students with Disabilities,7,24.1,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Economically Disadvantaged,36,38.7,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,English Learners,0,0,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Homeless,0,0,Elementary,Red Hill
2020-2021,ACPS,Red Hill Elementary,Military Connected,0,0,Elementary,Red Hill
2020-2021,ACPS,Scottsville Elementary,All Students,29,14.1,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,Black,4,20,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,Hispanic,1,5,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,White,23,14.6,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,Multiple Races,0,0,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,Students with Disabilities,6,20,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,Economically Disadvantaged,25,25,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,English Learners,0,0,Elementary,Scottsville
2020-2021,ACPS,Scottsville Elementary,Homeless,0,0,Elementary,Scottsville
2020-2021,ACPS,Stone Robinson Elementary,All Students,28,6.5,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Asian,0,0,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Black,3,7.5,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Hispanic,6,11.3,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,White,18,6.6,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Multiple Races,1,2.6,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Students with Disabilities,9,16.1,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Economically Disadvantaged,22,17.7,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,English Learners,3,9.4,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Homeless,0,0,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Military Connected,1,8.3,Elementary,Stone Robinson
2020-2021,ACPS,Stone Robinson Elementary,Foster Care,0,0,Elementary,Stone Robinson
2020-2021,ACPS,Stony Point Elementary,All Students,10,5.8,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Asian,0,0,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Black,4,13.3,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Hispanic,0,0,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,White,4,4.3,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Multiple Races,2,11.1,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Students with Disabilities,3,25,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Economically Disadvantaged,8,12.9,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,English Learners,0,0,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Homeless,0,0,Elementary,Stony Point
2020-2021,ACPS,Stony Point Elementary,Military Connected,0,0,Elementary,Stony Point
2020-2021,ACPS,Virginia L. Murray Elementary,All Students,11,4.8,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,American Indian,0,0,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Asian,1,5.9,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Black,0,0,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Hispanic,2,15.4,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Native Hawaiian,0,0,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,White,6,3.6,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Multiple Races,0,0,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Students with Disabilities,2,8.3,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Economically Disadvantaged,4,22.2,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,English Learners,0,0,Elementary,Va Murray
2020-2021,ACPS,Virginia L. Murray Elementary,Military Connected,0,0,Elementary,Va Murray
2020-2021,ACPS,Western Albemarle High,All Students,39,3.4,High,WAHS
2020-2021,ACPS,Western Albemarle High,American Indian,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,Asian,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,Black,1,5.6,High,WAHS
2020-2021,ACPS,Western Albemarle High,Hispanic,1,1.8,High,WAHS
2020-2021,ACPS,Western Albemarle High,Native Hawaiian,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,White,36,3.6,High,WAHS
2020-2021,ACPS,Western Albemarle High,Multiple Races,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,Students with Disabilities,14,10.1,High,WAHS
2020-2021,ACPS,Western Albemarle High,Economically Disadvantaged,14,9,High,WAHS
2020-2021,ACPS,Western Albemarle High,English Learners,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,Homeless,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,Military Connected,0,0,High,WAHS
2020-2021,ACPS,Western Albemarle High,Foster Care,0,0,High,WAHS
2020-2021,ACPS,Woodbrook Elementary,All Students,81,15.1,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Asian,1,1.9,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Black,38,21.7,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Hispanic,29,24.2,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,White,9,6,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Multiple Races,4,10.3,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Students with Disabilities,10,16.9,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Economically Disadvantaged,72,20.1,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,English Learners,28,19.9,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Homeless,5,45.5,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Military Connected,0,0,Elementary,Woodbrook
2020-2021,ACPS,Woodbrook Elementary,Foster Care,0,0,Elementary,Woodbrook
2020-2021,CCS,Buford Middle,All Students,21,3.5,Middle,Buford
2020-2021,CCS,Buford Middle,Asian,1,3.1,Middle,Buford
2020-2021,CCS,Buford Middle,Black,13,5.8,Middle,Buford
2020-2021,CCS,Buford Middle,Hispanic,2,2.2,Middle,Buford
2020-2021,CCS,Buford Middle,White,2,1,Middle,Buford
2020-2021,CCS,Buford Middle,Multiple Races,3,7.9,Middle,Buford
2020-2021,CCS,Buford Middle,Students with Disabilities,5,4.5,Middle,Buford
2020-2021,CCS,Buford Middle,Economically Disadvantaged,20,5.4,Middle,Buford
2020-2021,CCS,Buford Middle,English Learners,2,2.2,Middle,Buford
2020-2021,CCS,Buford Middle,Homeless,0,0,Middle,Buford
2020-2021,CCS,Buford Middle,Military Connected,0,0,Middle,Buford
2020-2021,CCS,Buford Middle,Foster Care,0,0,Middle,Buford
2020-2021,CCS,Burnley-Moran Elementary,All Students,43,14.9,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Asian,0,0,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Black,22,34.4,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Hispanic,2,6.9,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,White,14,8.9,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Multiple Races,5,17.9,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Students with Disabilities,5,13.9,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Economically Disadvantaged,35,27.6,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,English Learners,4,11.4,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Homeless,0,0,Elementary,Burnley-Moran
2020-2021,CCS,Burnley-Moran Elementary,Military Connected,0,0,Elementary,Burnley-Moran
