type,county_code,license_name,business_name,premise_street,premise_city,premise_zip_code,business_type
2,650,"Jdrd Companies, Inc",Superior Pawn & Gun,100 W Mercury Blvd,Hampton,23669,Business
2,650,Superior Pawn Company I Llc,No Business Name Provided,100 W Mercury Blvd,Hampton,23669,Residential
2,650,Superior Guns And Range Llc,No Business Name Provided,104 W Mercury Blvd,Hampton,23669,Residential
7,650,Farnett's Military Firearms,No Business Name Provided,302 Old Point Ave,Hampton,23669,Residential
1,650,"Langley, Edmund James Jr",No Business Name Provided,27 Southwind Dr,Hampton,236690000,Residential
1,199,"Howard, John R Jr",No Business Name Provided,104 Mays Landing,Yorktown,23690,Residential
1,199,Grafton Fishing Supply And Seafood,No Business Name Provided,6429 George Washington Memorial Hwy,Yorktown,23692,Residential
1,199,Wild Geese Trading Llc,Wild Geese Trading,110 Dare Road Suite C,Yorktown,23692,Business
1,199,"Hre Ivy Holdings, Llc",No Business Name Provided,118 Cardinal Lane,Yorktown,23692,Residential
7,199,Commonwealth Precision Llc,No Business Name Provided,211 Henry Lee Ln,Yorktown,23692,Residential
1,199,"Winfree Firearms, Inc",No Business Name Provided,4018 George Washington Memorial Highway (Rt 17),Yorktown,236920000,Residential
1,199,"Canady, Craig Leon Jr",No Business Name Provided,117 Don Juan Cir,Yorktown,23693,Residential
1,199,"York, Zev",York Ballistics,312 Richter Ln,Yorktown,23693,Business
2,199,Yorktown Pawn Llc,Yorktown Pawn,2713 George Washington Memorial Hwy,Yorktown,23693,Business
7,199,Yorktown Guns And Ammo Llc,No Business Name Provided,2330 George Washington Memorial Hwy,Yorktown,23693,Residential
7,199,Coastal Custom Guns Llc,Ccg,304 Mastin Ave,Seaford,23696,Business
1,740,Shelton Tactical Solutions Llc,Shelton Tactical Solutions,2525 Airline Blvd Suite D,Portsmouth,23701,Business
2,740,Cash Money Inc,No Business Name Provided,5015 Portsmouth Blvd,Portsmouth,23701,Residential
1,740,Auxsecurity Llc,No Business Name Provided,6 Keel Ct,Portsmouth,23703,Residential
1,740,"Zawodny, John A Jr",No Business Name Provided,1100 London Blvd,Portsmouth,23704,Residential
1,149,Army & Air Force Exchange Service,Fort Gregg-Adams Exchange,300 A Avenue Bldg 1605,Fort Gregg Adams,238010000,Business
1,41,"Davis, Colin",Tactical Measures,7105 River Rd,South Chesterfield,23803,Business
1,41,"Pollard, Dameon Leetrel And Chauntae Denique",Ultimate Shooters Choice,8501 River Road,South Chesterfield,23803,Business
1,53,"Smith, Timothy C",Smith's County Gun Repair And Supply,8509 Boydton Plank Road,North Dinwiddie,23803,Business
7,53,Central Virginia Armament Corporation,C V A Inc/C V Armament,6775 Beck-Chappell Dr,Petersburg,238030000,Business
1,41,Dream Guns Llc,No Business Name Provided,20145 Ivan Rd,South Chesterfield,238031089,Residential
1,41,"Adams, William Lewis",Adams Muzzleloading & Supplies,21221 Winfree Ave Bldg B,South Chesterfield,238031748,Business
1,41,Matoaca Specialty Arms Inc,No Business Name Provided,21411 Hampton Ave,South Chesterfield,238032267,Residential
1,53,"Vance, Danny R",Vance Gun Sales,28609 Butler Branch Rd,North Dinwiddie,23805,Business
7,53,Quality Tactical Customs Llc,No Business Name Provided,11324 Duncan Rd,North Dinwiddie,23805,Residential
1,730,Bhs Inc,Thacker Ace Hardware,3671 S Crater Rd,Petersburg,23805,Business
1,730,J I R Armory Llc,No Business Name Provided,547 S Azalea Rd,Petersburg,23805,Residential
1,135,The Gunsite Llc,The Gunsite,611 Church St,Blackstone,23824,Business
1,135,Wal-Mart Stores East Lp,Wal-Mart #2645,1451 S Main St,Blackstone,23824,Business
1,135,"Northwest Hardware Co, Inc",No Business Name Provided,110 Inge Street,Blackstone,23824,Residential
1,135,"Rutkowski, Kevin Charles",Independence Arms,2570 Robertsons Rd,Blackstone,23824,Business
7,135,"Wells, Christopher Michael",Trigger Happy Firearms,2359 Rocky Hill Rd,Blackstone,23824,Business
1,149,"Eisner, Nicholas J",Carson Creek Trading Company,19925 Rowanty Rd,Carson,23830,Business
1,41,"Spencer, Chris Lopez",C&K Firearms,4113 Tosh Ln,Chester,23831,Business
1,41,Safety Oriented Solutions Llc,No Business Name Provided,13142 Stockleigh Drive,Chester,23831,Residential
1,41,Morsus De Funis Llc,Morsus De Funis,3711 West St,Chester,23831,Business
1,41,Bsk Sports Llc,No Business Name Provided,4605 Chester Square Rd,Chester,23831,Residential
1,41,Wal-Mart Stores East Lp,Walmart #1524,12000 Iron Bridge Rd,Chester,23831,Business
7,41,"Moremac, Inc",More Firearms,13017 Birchleaf Road,Chester,23831,Business
1,41,"Keller, Samuel Edward",Keller Firearms,12621 Parker Ln,Chester,238310000,Business
1,41,"Jinkins, Harold A",The Village Gun Shop,12661 Percival St,Chester,238310000,Business
1,41,Wal-Mart Stores East Lp,Wal-Mart #4476,14501 Hancock Village St,Chesterfield,23832,Business
1,41,"Chesterfield Armament & Art, Ltd",Chesterfield Armament & Art,12440 Donegal Dr,Chesterfield,23832,Business
1,41,K3 Commerce Llc,K3 Armory,7500 Ground Fern Place,Chesterfield,23832,Business
7,41,"Ncs Holdings, Llc",C4 Armory,9137 Saxsawn Lane,Chesterfield,23832,Business
7,41,Hollowpoint Coating Llc,H P C Guns,7801 Mill River Ln,Chesterfield,23832,Business
7,53,Trinity Firearms Llc,No Business Name Provided,6304 Trinity Church Road,Church Road,23833,Residential
1,41,Shmc Tredegar Iron Inc,No Business Name Provided,19310 Branders Bridge Rd,South Chesterfield,23834,Residential
1,570,Bamcam Inc,Thacker Ace Hardware No 2,27 Dunlop Village,Colonial Heights,23834,Business
1,570,"Dsg, Inc",Dance's Sporting Goods,570 Southpark Boulevard,Colonial Heights,23834,Business
2,570,"Atlantic Pawn, Inc",No Business Name Provided,570 Southpark Boulevard,Colonial Heights,23834,Residential
7,570,"Bergeret, Gregory Fred",Direct Support Firearms/Dsfa,3420 Beechwood Ave,South Chesterfield,238345406,Business
8,570,"Bergeret, Gregory F",Direct Support Firearms/Dsfa,3420 Beechwood Ave,South Chesterfield,238345406,Business
1,41,Jones Custom Tactical Llc,No Business Name Provided,13820 Bermuda Orchard Ln,Chester,23836,Residential
1,41,"Otp Everyday Carry, Llc",No Business Name Provided,12006 Winbolt Dr,Chester,23836,Residential
1,41,"Shaw, Carl D",Stocks Unlimited,10201 Reedy Branch Rd,Chesterfield,23838,Business
1,41,"American Notary Of Virginia, Llc",No Business Name Provided,11419 Timber Point Drive,Chesterfield,23838,Residential
1,41,"Carter, Michael James",Mjc Fine Arms,13443 Blue Heron Loop,Chesterfield,23838,Business
1,41,Ace Hunting And Fishing,No Business Name Provided,8324 Mckibben Drive,Chesterfield,23838,Residential
1,41,Rva Armory Llc,Rva Armory,11112 Kalliope Drive,Chesterfield,23838,Business
1,41,"Fortner Fabrication And Welding, Llc",No Business Name Provided,13040 Nash Rd,Chesterfield,23838,Residential
7,41,Syndicate Supply Llc,No Business Name Provided,17436 Creekbed Road,Chesterfield,238386043,Residential
7,53,"Paige, Kevin James",Kk&A Firearms,12711 Lew Jones Rd,Dewitt,23840,Business
1,53,"Mizzell, Larry Wayne",Larrys Gun Repair,17308 Hamilton Arms Rd,Dewitt,238400000,Business
1,53,"Brown, Destry",No Business Name Provided,10311 Quaker Rd,Dinwiddie,23841,Residential
1,149,Tm Enterprises Llc,Pg Sporting Goods,3416 Lindberg Ct,Disputanta,23842,Business
1,149,Kn Enterprises Llc,Kn Outdoors,13300 Taylor Drive,Disputanta,23842,Business
1,149,Lee Family Arms Llc,No Business Name Provided,8215 Holdsworth Rd,Disputanta,23842,Residential
1,81,"Keeter, Travis Wayne Sr",Trappers Taxidermy,16715 Dry Bread Rd ,Emporia,23847,Business
2,81,Jims Pawn Shop Of Virginia Llc,No Business Name Provided,400 S Main St,Emporia,23847,Residential
1,595,Wal-Mart Stores East Lp,Wal-Mart #2805,303 Market Dr,Emporia,23847,Business
1,53,"Davis, Michael Ray Jr",No Business Name Provided,8184 Boze Rd,Ford,23850,Residential
1,175,"Stutts, John Burnett",No Business Name Provided,33280 Forks Of The River,Franklin,23851,Residential
2,175,Jims Pawn Shop Franklin Llc,No Business Name Provided,221 N Main St,Franklin,23851,Residential
1,620,"Virginia Outdoors, Llc",No Business Name Provided,201 N Main St,Franklin,23851,Residential
1,149,"Fdm Tactical, Llc",No Business Name Provided,5278 Oaklawn Blvd,North Prince George,23860,Residential
2,670,Blackbird X Enterprises Llc,Hopewell Pawn & Loan/Liberty Firearms & Surplus,442 South 15th Avenue,Hopewell,23860,Business
1,93,"Little, Steven White",No Business Name Provided,7341 Mill Swamp Rd,Ivor,23866,Residential
7,175,Down Range Gunworks Llc,Drg,39241 Warrique Road,Ivor,23866,Business
1,93,"White, Mark William",No Business Name Provided,7026 Green Level Rd,Ivor,238660000,Residential
1,183,"Apollo Arms Distribution, Llc",No Business Name Provided,110 N Braxton Ave,Jarratt,238670000,Residential
6,183,"Racegun Ammunition, Llc",Racegun Ammunition,110 N Braxton Ave,Jarratt,238670000,Business
7,183,"Apollo Arms, Llc",Apollo Arms,110 N Braxton Ave,Jarratt,238670000,Business
8,183,"Apollo International, Llc",Apollo International,110 N Braxton Ave,Jarratt,238670000,Business
7,25,"Baker, Christopher A",M A D Custom Arms,226 Mulholland Dr,Lawrenceville,23868,Business
1,53,"Creath, John James Jr",No Business Name Provided,22012 Boydton Plank Rd,Mc Kenney,23872,Residential
1,149,Waymack Auction Service Llc,No Business Name Provided,7201 Laurel Spring Road,Prince George,23875,Residential
1,149,"Mike's Lawn And Landscape, Llc",Mike's Hardscape Supply Center,3825 Prince George Dr,Prince George,23875,Business
1,183,"Dunn, Keith Macklin",Oak Hill Farms,21100 Peters Bridge Rd,Yale,23897,Business
1,175,Doxey Firearms Llc,No Business Name Provided,38563 General Mahone Blvd,Zuni,23898,Residential
7,29,"Northam Manufacturing And Firearm Sales, Llc",No Business Name Provided,2599 Deer Run Rd,Farmville,23901,Residential
2,49,Farmville Family Pawn Llc,No Business Name Provided,710 North Main Street,Farmville,23901,Residential
1,147,Wal-Mart Stores East Lp,Wal-Mart Supercenter #1486,1800 Peery Dr,Farmville,23901,Business
1,147,Southern Va Firearms Llc,No Business Name Provided,1296 Carter Rd,Farmville,23901,Residential
7,147,"Silverkross, Llc",Kamp Hiraya,138 North Main St,Farmville,23901,Business
1,147,"Thomas, Montie Earl",Met Distributing Co,102 W 2nd St,Farmville,239010000,Business
2,147,Farmville Sporting Goods Llc,Farmville Sporting Goods,710 North Main St,Farmville,239010000,Business
1,117,"Fox, Danny Ray",No Business Name Provided,5199 Phillis Rd,Boydton,239170000,Residential
1,117,Triangle Grocery Inc,Triangle Grocery,1/2 Mi W At Boydton On Hwy 58 18078,Boydton,239170000,Business
1,117,Voyager Aviation Inc,Voyager Firearms Training,1495 Regional Airport Rd,Brodnax,23920,Business
1,117,"Michael, Christopher B",M & M Auction,41825 Hwy 58,Brodnax,239200000,Business
1,37,"Ritacco, Gerald E",Total Automation,250 Dat Rd,Charlotte C H,239230000,Business
1,117,"Taylor, Michael Wayne Jr",Firewatch Tactical Solutions,3010 Wightman Rd,Chase City,23924,Business
1,117,"Lone Oak Freedom Farm, Llc",No Business Name Provided,1911 Lone Oak Road,Chase City,23924,Residential
1,117,"Williams, Jeremy Seth",Second Chance Industries,536 Pine Tree Rd,Chase City,23924,Business
7,117,"King, Jacob Scott",Southside Outdoors & Hunting Supplies,945 Wightman Rd,Chase City,23924,Business
1,117,"Lacks, Tony Lester",Lacks Gun Works,1272 Lenhart Dr,Chase City,239240000,Business
1,117,Bobcat's Bait & Tackle Inc,Bobcat's Bait & Tackle,12690 Hwy 15,Clarksville,23927,Business
1,117,"Hite, Edward Tynes Jr",Hites Guns,718 Jones Rd,Clarksville,23927,Business
1,117,"Corpus, Marian Denise & Noel Calibjo",Buggs Island Archery,11857 Hwy 15 South,Clarksville,23927,Business
1,117,"Sandifer, William Roy",Sandifers Gun Shop,758 Mooresville Rd,Clarksville,239270000,Business
1,135,M3 Machine And Custom Llc,No Business Name Provided,2989 The Falls Road,Crewe,23930,Residential
1,37,"Scruggs, Lewis Edward Jr",Big E's Archery,2400 Wards Fork Mill Road,Cullen,23934,Business
1,29,"Taylor, Garrett Walker",No Business Name Provided,273 Copper Mine Road,Dillwyn,23936,Residential
1,29,"Fornarotto, Nicholas & Fornarotto, Diane",Buck & Doe Sporting Goods,5059 Gravel Hill Rd,Dillwyn,23936,Business
1,29,"Gallamore, Chuck",Gallamore's Gunworks,87 Brittany Rd,Dillwyn,23936,Business
1,37,"Davis, Dwayne Alan",Drakes Farm And Home,4224 Drakes Main St,Drakes Branch,23937,Business
1,111,"Afton Grove Associates, Llc",Double A Auction & Realty,621 Main Street,Kenbridge,23944,Business
1,111,"Overby, Mary B",Sunshine Acres,7901 Longview Drive,Kenbridge,23944,Business
1,111,"Baxley, Jerry Wayne",Jerry W Baxley Auctioneers,3824 Blackstone Rd,Kenbridge,23944,Business
1,111,"Camp, Warren Cody",Lbc Guns & Ammo,222 Rubin Lane,Kenbridge,23944,Business
1,111,Pine Hill Hydrographics Llc,No Business Name Provided,159 Jw Bridgforth Rd,Kenbridge,23944,Residential
1,37,Uncle Bob's Le Supplies & Sporting Goods Llc,No Business Name Provided,115 King St,Keysville,23947,Residential
2,37,Keysville Family Pawn Llc,Keysville Family Pawn,9001 Church Street,Keysville,23947,Business
7,111,Hanks Refrigeration Services Inc,No Business Name Provided,8557 Lunenburg County Rd,Keysville,23947,Residential
1,111,"Hanks, Thomas L",Lavern Hanks Gen Mdse,8557 Lunenburg Co Road,Keysville,239470000,Business
1,117,Macks Unlimited Inc,No Business Name Provided,38662 Hwy 58,La Crosse,23950,Residential
7,147,"Curtis, Thomas Eugene",Heritage Firearms Co,2781 Meherrin Rd,Meherrin,239543160,Business
1,11,"Johnson, Jerome Wayde",No Business Name Provided,401 Railroad Lane,Pamplin,23958,Residential
1,147,"Carter, George William Jr",No Business Name Provided,7909 Prince Edward Hwy,Prospect,23960,Residential
1,37,"Hicks, David Randall",No Business Name Provided,1828 Tobacco Hill Road,Red Oak,23964,Residential
7,147,"Strickler, Robert Dale",D S Arms,7486 Green Bay Road,Rice,23966,Business
1,37,"Lucado, David Earl Jr",Lucky Gun,1428 Country Rd,Saxe,23967,Business
7,37,"Lucado, David Earl Jr",Lucky Gun,1428 Country Road,Saxe,23967,Business
1,117,Wal-Mart Stores East Lp,Walmart #1934,315 Furr St,South Hill,23970,Business
1,117,"Bottoms, David Keith",Brothers Keeper Custom Coatings,3687 Chaptico Rd,South Hill,23970,Business
1,117,Virginia Snobs Llc,Old Dominion Armament,408 W High Street,South Hill,23970,Business
1,117,"Bondurant, Robert Masters",Bondurant Outdoors,122 W Atlantic St,South Hill,23970,Business
1,117,Twin Lakes Outfitters Llc,No Business Name Provided,29245 Hwy 58,South Hill,23970,Residential
1,117,The Muffler Shop Swj Inc,The Muffler Shop,642 W Danville St,South Hill,23970,Business
1,117,Graham Hardware Inc,No Business Name Provided,106 S Mecklenburg Ave,South Hill,239700000,Residential
1,111,Fabricated Arms Llc,Fabricated Arms,1404 Nottoway Blvd,Victoria,23974,Business
1,111,"Edgerton, Donald Ray Jr",Sure Shot Guns & Ammo,180 Edgerton Rd,Victoria,23974,Business
7,111,Impact Arms Llc,Impact Arms,3028 Poorhouse Rd,Victoria,23974,Business
1,770,"Eakin, Lenden Alan",Class 3 Only,22 Luck Ave Sw Room #7,Roanoke,240110000,Business
7,23,Tactical Operations Inc,Tac Ops Inc,1346 Blue Ridge Blvd,Roanoke,24012,Business
1,161,"Williams, Mark Anthony",Doomsday Tactical Supply,1020 Orange Ave Ne,Roanoke,24012,Business
7,161,"Phillips Enterprises Of Virginia, Inc",Advanced Machining Solutions,1755 Seibel Drive Ne,Roanoke,24012,Business
1,770,Wal-Mart Stores East Lp,Walmart #3243,4525 Challenger Ave,Roanoke,24012,Business
2,770,"Roanoke Pawn, Inc",No Business Name Provided,426 Carver Ave,Roanoke,24012,Residential
2,770,Guns And Gold Inc,The Pawnshop,3239 Orange Ave Ne Suite A,Roanoke,24012,Business
2,770,Roanoke Resale Inc,Cash Converters Roanoke,5417 Williamson Rd,Roanoke,24012,Business
7,770,Ashbrooke Manufacturing Llc,No Business Name Provided,2530 Cannaday Rd Ne,Roanoke,24012,Residential
7,770,Doomsday Tactical Llc,No Business Name Provided,1020 Orange Ave Ne,Roanoke,24012,Residential
2,770,B&N Enterprises Inc,The Pawnshop,602 9th Street Se,Roanoke,24013,Business
1,161,Cfl International Lc,No Business Name Provided,5327 Turkey Ridge Rd,Roanoke,24014,Residential
1,770,Wal-Mart Stores East Lp,Walmart #1301,5350 Clearbrook Village Lane,Roanoke,24014,Business
1,770,"M & C Tactical, Llc",No Business Name Provided,610 Brandon Ave Sw,Roanoke,24015,Residential
7,770,"Hi-Tech Firearms, Llc",No Business Name Provided,610 Brandon Ave Sw,Roanoke,24015,Residential
1,770,"Smith Real Estate Services, Inc",White Oak Springs Rod & Guns,1010 Second St,Roanoke,24016,Business
1,770,Sportsman's Warehouse Inc,Sportsman's Warehouse #223,3550 Ferncliff Ave Nw,Roanoke,24017,Business
1,770,"Rf Arms, Incorporated",Roanoke Firearms,4142 Melrose Ave Nw Ste 36,Roanoke,24017,Business
1,770,Safeside Retail Llc,Safeside Tactical,1201 Shenandoah Ave Nw,Roanoke,24017,Business
2,770,Gold-N-Pawn Inc,No Business Name Provided,2362-D Peters Greek Rd Nw,Roanoke,24017,Residential
2,770,The Pawnshop Inc,No Business Name Provided,3312 Cove Rd,Roanoke,24017,Residential
2,770,Full Circle Finance Inc,Gold-N-Pawn,2362-D Peters Creek Road,Roanoke,24017,Business
2,770,The Pawnshop Inc,The Pawnshop,4142 Melrose Ave Nw Ste 36,Roanoke,24017,Business
7,770,Safeside Tactical Llc,Safeside Tactical,1201 Shenandoah Ave,Roanoke,24017,Business
7,770,"Safeside Manufacturing, Llc",Safeside Tactical,1201 Shenandoah Ave Nw,Roanoke,24017,Business
7,161,"Global Metal Finishing, Inc",No Business Name Provided,3646 Aerial Way Dr,Roanoke,24018,Residential
1,161,"Haggerty, Frances Black",No Business Name Provided,6913 Northway Dr,Roanoke,24019,Residential
1,161,Pps & L Enterprises Llc,Bryansteens Gun & Archery,2840 Peters Creek Rd,Roanoke,24019,Business
1,161,Collector Investments Llc,No Business Name Provided,2840 A Peters Creek Rd,Roanoke,24019,Residential
1,141,Facility Security Solutions Llc,Hollow-Point Munitions,208 Lynne Dr,Ararat,24053,Business
1,141,The Ridge Gun Range Llc,No Business Name Provided,1251 Rabbit Ridge Rd,Ararat,24053,Residential
1,89,"Wade, Gregory Michael",Tight Foot Trapping,943 Jones Ridge Rd,Axton,24054,Business
1,89,"Mountain Valley Restorations, Llc",No Business Name Provided,201 Clancy Drive,Axton,24054,Residential
1,89,"Robertson, Danny Keith",Robertson's Guns,1644 A L Philpott Hwy,Axton,240541932,Business
1,89,Rekkr Tactical Concepts Llc,No Business Name Provided,1343 Microfilm Rd,Bassett,24055,Residential
1,89,Weapon World Llc,No Business Name Provided,357 Melrose Dr,Bassett,24055,Residential
1,89,"Turner, Wallace Eugene",White House Weapons,8 Fairmont Dr,Bassett,24055,Business
1,89,"Lyons, James Michael",Blue Ridge Firearms,1358 Blue Ridge Yacht Club Rd,Bassett,24055,Business
